Time_Index,Diesel_Price
187,79.77
188,79.77
189,79.77
190,79.77
191,79.77
192,79.77
193,79.77
194,79.77
195,79.77
196,79.77
197,79.77
198,79.77
199,79.77
200,79.77
201,79.77
202,79.77
203,79.77
204,79.77
205,79.77
206,79.77
207,79.77
208,79.77
209,79.77
210,79.77
211,79.77
212,79.77
213,79.77
214,79.77
215,79.77
216,79.77
217,79.77
218,79.77
219,79.77
220,79.77
221,79.77
222,79.77
223,79.77
224,79.77
225,79.77
226,79.77
227,79.77
228,79.77
229,79.77
230,79.77
231,79.77
232,79.77
233,79.77
234,79.77
235,79.77
236,79.77
237,79.77
238,79.77
239,79.77
240,79.77
241,79.77
242,79.77
243,79.77
244,79.77
245,79.77
246,79.77
247,79.77
248,79.77
249,79.77
250,79.77
251,79.77
252,79.77
253,79.77
254,79.77
255,79.77
256,79.77
257,79.77
258,79.77
259,79.77
260,79.77
261,79.77
262,79.77
263,79.77
264,79.77
265,79.77
266,79.77
267,79.77
268,79.77
269,79.77
270,79.77
271,79.77
272,79.77
273,79.77
274,79.77
275,79.77
276,79.77
277,79.77
278,79.77
279,79.77
280,79.77
281,79.77
282,79.77
283,79.77
284,79.77
285,79.77
286,79.77
287,79.77
288,79.77
289,79.77
290,79.77
291,79.77
292,79.77
293,79.77
294,79.77
295,79.77
296,79.77
297,79.77
298,79.77
299,79.77
300,79.77
301,79.77
302,79.77
303,79.77
304,79.77
305,79.77
306,79.77
307,79.77
308,79.77
309,79.77
310,79.77
311,79.77
312,79.77
313,79.77
314,79.77
315,79.77
316,79.77
317,79.77
318,79.77
319,79.77
320,79.77
321,79.77
322,79.77
323,79.77
324,79.77
325,79.77
326,79.77
327,79.77
328,79.77
329,79.77
330,79.77
331,79.77
332,79.77
333,79.77
334,79.77
335,79.77
336,79.77
337,79.77
338,79.77
339,79.77
340,79.77
341,79.77
342,79.77
343,79.77
344,79.77
345,79.77
346,79.77
347,79.77
348,79.77
349,79.77
350,79.77
351,79.77
352,79.77
353,79.77
354,79.77
355,79.77
356,79.77
357,79.77
358,79.77
359,79.77
360,79.77
361,79.77
362,79.77
363,79.77
364,79.77
365,79.77
366,79.77
367,79.77
368,79.77
369,79.77
370,79.77
371,79.77
372,79.77
373,79.77
374,79.77
375,79.77
376,79.77
377,79.77
378,79.77
379,79.77
380,79.77
381,79.77
382,79.77
383,79.77
384,79.77
385,79.77
386,79.77
387,79.77
388,79.77
389,79.77
390,79.77
391,79.77
392,79.77
393,79.77
394,79.77
395,79.77
396,79.77
397,79.77
398,79.77
399,79.77
400,79.77
401,79.77
402,79.77
403,79.77
404,79.77
405,79.77
406,79.77
407,79.77
408,79.77
409,79.77
410,79.77
411,79.77
412,79.77
413,79.77
414,79.77
415,79.77
416,79.77
417,79.77
418,79.77
419,79.77
420,79.77
421,79.77
422,79.77
423,79.77
424,79.77
425,79.77
426,79.77
427,79.77
428,79.77
429,79.77
430,79.77
431,79.77
432,79.77
433,79.77
434,79.77
435,79.77
436,79.77
437,79.77
438,79.77
439,79.77
440,79.77
441,79.77
442,79.77
443,79.77
444,79.77
445,79.77
446,79.77
447,79.77
448,79.77
449,79.77
450,79.77
451,79.77
452,79.77
453,79.77
454,79.77
455,79.77
456,79.77
457,79.77
458,79.77
459,79.77
460,79.77
461,79.77
462,79.77
463,79.77
464,79.77
465,79.77
466,79.77
467,79.77
468,79.77
469,79.77
470,79.77
471,79.77
472,79.77
473,79.77
474,79.77
475,79.77
476,79.77
477,79.77
478,79.77
479,79.77
480,79.77
481,79.77
482,79.77
483,79.77
484,79.77
485,79.77
486,79.77
487,79.77
488,79.77
489,79.77
490,79.77
491,79.77
492,79.77
493,79.77
494,79.77
495,79.77
496,79.77
497,79.77
498,79.77
499,79.77
500,79.77
501,79.77
502,79.77
503,79.77
504,79.77
505,79.77
506,79.77
507,79.77
508,79.77
509,79.77
510,79.77
511,79.77
512,79.77
513,79.77
514,79.77
515,79.77
516,79.77
517,79.77
518,79.77
519,79.77
520,79.77
521,79.77
522,79.77
523,79.77
524,79.77
525,79.77
526,79.77
527,79.77
528,79.77
529,79.77
530,79.77
531,79.77
532,79.77
533,79.77
534,79.77
535,79.77
536,79.77
537,79.77
538,79.77
539,79.77
540,79.77
541,79.77
542,79.77
543,79.77
544,79.77
545,79.77
546,79.77
547,79.77
548,79.77
549,79.77
550,79.77
551,79.77
552,79.77
553,79.77
554,79.77
555,79.77
556,79.77
557,79.77
558,79.77
559,79.77
560,79.77
561,79.77
562,79.77
563,79.77
564,79.77
565,79.77
566,79.77
567,79.77
568,79.77
569,79.77
570,79.77
571,79.77
572,79.77
573,79.77
574,79.77
575,79.77
576,79.77
577,79.77
578,79.77
579,79.77
580,79.77
581,79.77
582,79.77
583,79.77
584,79.77
585,79.77
586,79.77
587,79.77
588,79.77
589,79.77
590,79.77
591,79.77
592,79.77
593,79.77
594,79.77
595,79.77
596,79.77
597,79.77
598,79.77
599,79.77
600,79.77
601,79.77
602,79.77
603,79.77
604,79.77
605,79.77
606,79.77
607,79.77
608,79.77
609,79.77
610,79.77
611,79.77
612,79.77
613,79.77
614,79.77
615,79.77
616,79.77
617,79.77
618,79.77
619,79.77
620,79.77
621,79.77
622,79.77
623,79.77
624,79.77
625,79.77
626,79.77
627,79.77
628,79.77
629,79.77
630,79.77
631,79.77
632,79.77
633,79.77
634,79.77
635,79.77
636,79.77
637,79.77
638,79.77
639,79.77
640,79.77
641,79.77
642,79.77
643,79.77
644,79.77
645,79.77
646,79.77
647,79.77
648,79.77
649,79.77
650,79.77
651,79.77
652,79.77
653,79.77
654,79.77
655,79.77
656,79.77
657,79.77
658,79.77
659,79.77
660,79.77
661,79.77
662,79.77
663,79.77
664,79.77
665,79.77
666,79.77
667,79.77
668,79.77
669,79.77
670,79.77
671,79.77
672,79.77
673,79.77
674,79.77
675,79.77
676,79.77
677,79.77
678,79.77
679,79.77
680,79.77
681,79.77
682,79.77
683,79.77
684,79.77
685,79.77
686,79.77
687,79.77
688,79.77
689,79.77
690,79.77
691,79.77
692,79.77
693,79.77
694,79.77
695,79.77
696,79.77
697,79.77
698,79.77
699,79.77
700,79.77
701,79.77
702,79.77
703,79.77
704,79.77
705,79.77
706,79.77
707,79.77
708,79.77
709,79.77
710,79.77
711,79.77
712,79.77
713,79.77
714,79.77
715,79.77
716,79.77
717,79.77
718,79.77
719,79.77
720,79.77
721,79.77
722,79.77
723,79.77
724,79.77
725,79.77
726,79.77
727,79.77
728,79.77
729,79.77
730,79.77
731,79.77
732,79.77
733,79.77
734,79.77
735,79.77
736,79.77
737,79.77
738,79.77
739,79.77
740,79.77
741,79.77
742,79.77
743,79.77
744,79.77
745,79.77
746,79.77
747,79.77
748,79.77
749,79.77
750,79.77
751,79.77
752,79.77
753,79.77
754,79.77
755,79.77
756,79.77
757,79.77
758,79.77
759,79.77
760,79.77
761,79.77
762,79.77
763,79.77
764,79.77
765,79.77
766,79.77
767,79.77
768,79.77
769,79.77
770,79.77
771,79.77
772,79.77
773,79.77
774,79.77
775,79.77
776,79.77
777,79.77
778,79.77
779,79.77
780,79.77
781,79.77
782,79.77
783,79.77
784,79.77
785,79.77
786,79.77
787,79.77
788,79.77
789,79.77
790,79.77
791,79.77
792,79.77
793,79.77
794,79.77
795,79.77
796,79.77
797,79.77
798,79.77
799,79.77
800,79.77
801,79.77
802,79.77
803,79.77
804,79.77
805,79.77
806,79.77
807,79.77
808,79.77
809,79.77
810,79.77
811,79.77
812,79.77
813,79.77
814,79.77
815,79.77
816,79.77
817,79.77
818,79.77
819,79.77
820,79.77
821,79.77
822,79.77
823,79.77
824,79.77
825,79.77
826,79.77
827,79.77
828,79.77
829,79.77
830,79.77
831,79.77
832,79.77
833,79.77
834,79.77
835,79.77
836,79.77
837,79.77
838,79.77
839,79.77
840,79.77
841,79.77
842,79.77
843,79.77
844,79.77
845,79.77
846,79.77
847,79.77
848,79.77
849,79.77
850,79.77
851,79.77
852,79.77
853,79.77
854,79.77
855,79.77
856,79.77
857,79.77
858,79.77
859,79.77
860,79.77
861,79.77
862,79.77
863,79.77
864,79.77
865,79.77
866,79.77
867,79.77
868,79.77
869,79.77
870,79.77
871,79.77
872,79.77
873,79.77
874,79.77
875,79.77
876,79.77
877,79.77
878,79.77
879,79.77
880,79.77
881,79.77
882,79.77
883,79.77
884,79.77
885,79.77
886,79.77
887,79.77
888,79.77
889,79.77
890,79.77
891,79.77
892,79.77
893,79.77
894,79.77
895,79.77
896,79.77
897,79.77
898,79.77
899,79.77
900,79.77
901,79.77
902,79.77
903,79.77
904,79.77
905,79.77
906,79.77
907,79.77
908,79.77
909,79.77
910,79.77
911,79.77
912,79.77
913,79.77
914,79.77
915,79.77
916,79.77
917,79.77
918,79.77
919,79.77
920,79.77
921,79.77
922,79.77
923,79.77
924,79.77
925,79.77
926,79.77
927,79.77
928,79.77
929,79.77
930,79.77
931,79.77
932,79.77
933,79.77
934,79.77
935,79.77
936,79.77
937,79.77
938,79.77
939,79.77
940,79.77
941,79.77
942,79.77
943,79.77
944,79.77
945,79.77
946,79.77
947,79.77
948,79.77
949,79.77
950,79.77
951,79.77
952,79.77
953,79.77
954,79.77
955,79.77
956,79.77
957,79.77
958,79.77
959,79.77
960,79.77
961,79.77
962,79.77
963,79.77
964,79.77
965,79.77
966,79.77
967,79.77
968,79.77
969,79.77
970,79.77
971,79.77
972,79.77
973,79.77
974,79.77
975,79.77
976,79.77
977,79.77
978,79.77
979,79.77
980,79.77
981,79.77
982,79.77
983,79.77
984,79.77
985,79.77
986,79.77
987,79.77
988,79.77
989,79.77
990,79.77
991,79.77
992,79.77
993,79.77
994,79.77
995,79.77
996,79.77
997,79.77
998,79.77
999,79.77
1000,79.77
1001,79.77
1002,79.77
1003,79.77
1004,79.77
1005,79.77
1006,79.77
1007,79.77
1008,79.77
1009,79.77
1010,79.77
1011,79.77
1012,79.77
1013,79.77
1014,79.77
1015,79.77
1016,79.77
1017,79.77
1018,79.77
1019,79.77
1020,79.77
1021,79.77
1022,79.77
1023,79.77
1024,79.77
1025,79.77
1026,79.77
1027,79.77
1028,79.77
1029,79.77
1030,79.77
1031,79.77
1032,79.77
1033,79.77
1034,79.77
1035,79.77
1036,79.77
1037,79.77
1038,79.77
1039,79.77
1040,79.77
1041,79.77
1042,79.77
1043,79.77
1044,79.77
1045,79.77
1046,79.77
1047,79.77
1048,79.77
1049,79.77
1050,79.77
1051,79.77
1052,79.77
1053,79.77
1054,79.77
1055,79.77
1056,79.77
1057,79.77
1058,79.77
1059,79.77
1060,79.77
1061,79.77
1062,79.77
1063,79.77
1064,79.77
1065,79.77
1066,79.77
1067,79.77
1068,79.77
1069,79.77
1070,79.77
1071,79.77
1072,79.77
1073,79.77
1074,79.77
1075,79.77
1076,79.77
1077,79.77
1078,79.77
1079,79.77
1080,79.77
1081,79.77
1082,79.77
1083,79.77
1084,79.77
1085,79.77
1086,79.77
1087,79.77
1088,79.77
1089,79.77
1090,79.77
1091,79.77
1092,79.77
1093,79.77
1094,79.77
1095,79.77
1096,79.77
1097,79.77
1098,79.77
1099,79.77
1100,79.77
1101,79.77
1102,79.77
1103,79.77
1104,79.77
1105,79.77
1106,79.77
1107,79.77
1108,79.77
1109,79.77
1110,79.77
1111,79.77
1112,79.77
1113,79.77
1114,79.77
1115,79.77
1116,79.77
1117,79.77
1118,79.77
1119,79.77
1120,79.77
1121,79.77
1122,79.77
1123,79.77
1124,79.77
1125,79.77
1126,79.77
1127,79.77
1128,79.77
1129,79.77
1130,79.77
1131,79.77
1132,79.77
1133,79.77
1134,79.77
1135,79.77
1136,79.77
1137,79.77
1138,79.77
1139,79.77
1140,79.77
1141,79.77
1142,79.77
1143,79.77
1144,79.77
1145,79.77
1146,79.77
1147,79.77
1148,79.77
1149,79.77
1150,79.77
1151,79.77
1152,79.77
1153,79.77
1154,79.77
1155,79.77
1156,79.77
1157,79.77
1158,79.77
1159,79.77
1160,79.77
1161,79.77
1162,79.77
1163,79.77
1164,79.77
1165,79.77
1166,79.77
1167,79.77
1168,79.77
1169,79.77
1170,79.77
1171,79.77
1172,79.77
1173,79.77
1174,79.77
1175,79.77
1176,79.77
1177,79.77
1178,79.77
1179,79.77
1180,79.77
1181,79.77
1182,79.77
1183,79.77
1184,79.77
1185,79.77
1186,79.77
1187,79.77
1188,79.77
1189,79.77
1190,79.77
1191,79.77
1192,79.77
1193,79.77
1194,79.77
1195,79.77
1196,79.77
1197,79.77
1198,79.77
1199,79.77
1200,79.77
1201,79.77
1202,79.77
1203,79.77
1204,79.77
1205,79.77
1206,79.77
1207,79.77
1208,79.77
1209,79.77
1210,79.77
1211,79.77
1212,79.77
1213,79.77
1214,79.77
1215,79.77
1216,79.77
1217,79.77
1218,79.77
1219,79.77
1220,79.77
1221,79.77
1222,79.77
1223,79.77
1224,79.77
1225,79.77
1226,79.77
1227,79.77
1228,79.77
1229,79.77
1230,79.77
1231,79.77
1232,79.77
1233,79.77
1234,79.77
1235,79.77
1236,79.77
1237,79.77
1238,79.77
1239,79.77
1240,79.77
1241,79.77
1242,79.77
1243,79.77
1244,79.77
1245,79.77
1246,79.77
1247,79.77
1248,79.77
1249,79.77
1250,79.77
1251,79.77
1252,79.77
1253,79.77
1254,79.77
1255,79.77
1256,79.77
1257,79.77
1258,79.77
1259,79.77
1260,79.77
1261,79.77
1262,79.77
1263,79.77
1264,79.77
1265,79.77
1266,79.77
1267,79.77
1268,79.77
1269,79.77
1270,79.77
1271,79.77
1272,79.77
1273,79.77
1274,79.77
1275,79.77
1276,79.77
1277,79.77
1278,79.77
1279,79.77
1280,79.77
1281,79.77
1282,79.77
1283,79.77
1284,79.77
1285,79.77
1286,79.77
1287,79.77
1288,79.77
1289,79.77
1290,79.77
1291,79.77
1292,79.77
1293,79.77
1294,79.77
1295,79.77
1296,79.77
1297,79.77
1298,79.77
1299,79.77
1300,79.77
1301,79.77
1302,79.77
1303,79.77
1304,79.77
1305,79.77
1306,79.77
1307,79.77
1308,79.77
1309,79.77
1310,79.77
1311,79.77
1312,79.77
1313,79.77
1314,79.77
1315,79.77
1316,79.77
1317,79.77
1318,79.77
1319,79.77
1320,79.77
1321,79.77
1322,79.77
1323,79.77
1324,79.77
1325,79.77
1326,79.77
1327,79.77
1328,79.77
1329,79.77
1330,79.77
1331,79.77
1332,79.77
1333,79.77
1334,79.77
1335,79.77
1336,79.77
1337,79.77
1338,79.77
1339,79.77
1340,79.77
1341,79.77
1342,79.77
1343,79.77
1344,79.77
1345,79.77
1346,79.77
1347,79.77
1348,79.77
1349,79.77
1350,79.77
1351,79.77
1352,79.77
1353,79.77
1354,79.77
1355,79.77
1356,79.77
1357,79.77
1358,79.77
1359,79.77
1360,79.77
1361,79.77
1362,79.77
1363,79.77
1364,79.77
1365,79.77
1366,79.77
1367,79.77
1368,79.77
1369,79.77
1370,79.77
1371,79.77
1372,79.77
1373,79.77
1374,79.77
1375,79.77
1376,79.77
1377,79.77
1378,79.77
1379,79.77
1380,79.77
1381,79.77
1382,79.77
1383,79.77
1384,79.77
1385,79.77
1386,79.77
1387,79.77
1388,79.77
1389,79.77
1390,79.77
1391,79.77
1392,79.77
1393,79.77
1394,79.77
1395,79.77
1396,79.77
1397,79.77
1398,79.77
1399,79.77
1400,79.77
1401,79.77
1402,79.77
1403,79.77
1404,79.77
1405,79.77
1406,79.77
1407,79.77
1408,79.77
1409,79.77
1410,79.77
1411,79.77
1412,79.77
1413,79.77
1414,79.77
1415,79.77
1416,79.77
1417,79.77
1418,79.77
1419,79.77
1420,79.77
1421,79.77
1422,79.77
1423,79.77
1424,79.77
1425,79.77
1426,79.77
1427,79.77
1428,79.77
1429,79.77
1430,79.77
1431,79.77
1432,79.77
1433,79.77
1434,79.77
1435,79.77
1436,79.77
1437,79.77
1438,79.77
1439,79.77
1440,79.77
1441,79.77
1442,79.77
1443,79.77
1444,79.77
1445,79.77
1446,79.77
1447,79.77
1448,79.77
1449,79.77
1450,79.77
1451,79.77
1452,79.77
1453,79.77
1454,79.77
1455,79.77
1456,79.77
1457,79.77
1458,79.77
1459,79.77
1460,79.77
1461,79.77
1462,79.77
1463,79.77
1464,79.77
1465,79.77
1466,79.77
1467,79.77
1468,79.77
1469,79.77
1470,79.77
1471,79.77
1472,79.77
1473,79.77
1474,79.77
1475,79.77
1476,79.77
1477,79.77
1478,79.77
1479,79.77
1480,79.77
1481,79.77
1482,79.77
1483,79.77
1484,79.77
1485,79.77
1486,79.77
1487,79.77
1488,79.77
1489,79.77
1490,79.77
1491,79.77
1492,79.77
1493,79.77
1494,79.77
1495,79.77
1496,79.77
1497,79.77
1498,79.77
1499,79.77
1500,79.77
1501,79.77
1502,79.77
1503,79.77
1504,79.77
1505,79.77
1506,79.77
1507,79.77
1508,79.77
1509,79.77
1510,79.77
1511,79.77
1512,79.77
1513,79.77
1514,79.77
1515,79.77
1516,79.77
1517,79.77
1518,79.77
1519,79.77
1520,79.77
1521,79.77
1522,79.77
1523,79.77
1524,79.77
1525,79.77
1526,79.77
1527,79.77
1528,79.77
1529,79.77
1530,79.77
1531,79.77
1532,79.77
1533,79.77
1534,79.77
1535,79.77
1536,79.77
1537,79.77
1538,79.77
1539,79.77
1540,79.77
1541,79.77
1542,79.77
1543,79.77
1544,79.77
1545,79.77
1546,79.77
1547,79.77
1548,79.77
1549,79.77
1550,79.77
1551,79.77
1552,79.77
1553,79.77
1554,79.77
1555,79.77
1556,79.77
1557,79.77
1558,79.77
1559,79.77
1560,79.77
1561,79.77
1562,79.77
1563,79.77
1564,79.77
1565,79.77
1566,79.77
1567,79.77
1568,79.77
1569,79.77
1570,79.77
1571,79.77
1572,79.77
1573,79.77
1574,79.77
1575,79.77
1576,79.77
1577,79.77
1578,79.77
1579,79.77
1580,79.77
1581,79.77
1582,79.77
1583,79.77
1584,79.77
1585,79.77
1586,79.77
1587,79.77
1588,79.77
1589,79.77
1590,79.77
1591,79.77
1592,79.77
1593,79.77
1594,79.77
1595,79.77
1596,79.77
1597,79.77
1598,79.77
1599,79.77
1600,79.77
1601,79.77
1602,79.77
1603,79.77
1604,79.77
1605,79.77
1606,79.77
1607,79.77
1608,79.77
1609,79.77
1610,79.77
1611,79.77
1612,79.77
1613,79.77
1614,79.77
1615,79.77
1616,79.77
1617,79.77
1618,79.77
1619,79.77
1620,79.77
1621,79.77
1622,79.77
1623,79.77
1624,79.77
1625,79.77
1626,79.77
1627,79.77
1628,79.77
1629,79.77
1630,79.77
1631,79.77
1632,79.77
1633,79.77
1634,79.77
1635,79.77
1636,79.77
1637,79.77
1638,79.77
1639,79.77
1640,79.77
1641,79.77
1642,79.77
1643,79.77
1644,79.77
1645,79.77
1646,79.77
1647,79.77
1648,79.77
1649,79.77
1650,79.77
1651,79.77
1652,79.77
1653,79.77
1654,79.77
1655,79.77
1656,79.77
1657,79.77
1658,79.77
1659,79.77
1660,79.77
1661,79.77
1662,79.77
1663,79.77
1664,79.77
1665,79.77
1666,79.77
1667,79.77
1668,79.77
1669,79.77
1670,79.77
1671,79.77
1672,79.77
1673,79.77
1674,79.77
1675,79.77
1676,79.77
1677,79.77
1678,79.77
1679,79.77
1680,79.77
1681,79.77
1682,79.77
1683,79.77
1684,79.77
1685,79.77
1686,79.77
1687,79.77
1688,79.77
1689,79.77
1690,79.77
1691,79.77
1692,79.77
1693,79.77
1694,79.77
1695,79.77
1696,79.77
1697,79.77
1698,79.77
1699,79.77
1700,79.77
1701,79.77
1702,79.77
1703,79.77
1704,79.77
1705,79.77
1706,79.77
1707,79.77
1708,79.77
1709,79.77
1710,79.77
1711,79.77
1712,79.77
1713,79.77
1714,79.77
1715,79.77
1716,79.77
1717,79.77
1718,79.77
1719,79.77
1720,79.77
1721,79.77
1722,79.77
1723,79.77
1724,79.77
1725,79.77
1726,79.77
1727,79.77
1728,79.77
1729,79.77
1730,79.77
1731,79.77
1732,79.77
1733,79.77
1734,79.77
1735,79.77
1736,79.77
1737,79.77
1738,79.77
1739,79.77
1740,79.77
1741,79.77
1742,79.77
1743,79.77
1744,79.77
1745,79.77
1746,79.77
1747,79.77
1748,79.77
1749,79.77
1750,79.77
1751,79.77
1752,79.77
1753,79.77
1754,79.77
1755,79.77
1756,79.77
1757,79.77
1758,79.77
1759,79.77
1760,79.77
1761,79.77
1762,79.77
1763,79.77
1764,79.77
1765,79.77
1766,79.77
1767,79.77
1768,79.77
1769,79.77
1770,79.77
1771,79.77
1772,79.77
1773,79.77
1774,79.77
1775,79.77
1776,79.77
1777,79.77
1778,79.77
1779,79.77
1780,79.77
1781,79.77
1782,79.77
1783,79.77
1784,79.77
1785,79.77
1786,79.77
1787,79.77
1788,79.77
1789,79.77
1790,79.77
1791,79.77
1792,79.77
1793,79.77
1794,79.77
1795,79.77
1796,79.77
1797,79.77
1798,79.77
1799,79.77
1800,79.77
1801,79.77
1802,79.77
1803,79.77
1804,79.77
1805,79.77
1806,79.77
1807,79.77
1808,79.77
1809,79.77
1810,79.77
1811,79.77
1812,79.77
1813,79.77
1814,79.77
1815,79.77
1816,79.77
1817,79.77
1818,79.77
1819,79.77
1820,79.77
1821,79.77
1822,79.77
1823,79.77
1824,79.77
1825,79.77
1826,79.77
1827,79.77
1828,79.77
1829,79.77
1830,79.77
1831,79.77
1832,79.77
1833,79.77
1834,79.77
1835,79.77
1836,79.77
1837,79.77
1838,79.77
1839,79.77
1840,79.77
1841,79.77
1842,79.77
1843,79.77
1844,79.77
1845,79.77
1846,79.77
1847,79.77
1848,79.77
1849,79.77
1850,79.77
1851,79.77
1852,79.77
1853,79.77
1854,79.77
1855,79.77
1856,79.77
1857,79.77
1858,79.77
1859,79.77
1860,79.77
1861,79.77
1862,79.77
1863,79.77
1864,79.77
1865,79.77
1866,79.77
1867,79.77
1868,79.77
1869,79.77
1870,79.77
1871,79.77
1872,79.77
1873,79.77
1874,79.77
1875,79.77
1876,79.77
1877,79.77
1878,79.77
1879,79.77
1880,79.77
1881,79.77
1882,79.77
1883,79.77
1884,79.77
1885,79.77
1886,79.77
1887,79.77
1888,79.77
1889,79.77
1890,79.77
1891,79.77
1892,79.77
1893,79.77
1894,79.77
1895,79.77
1896,79.77
1897,79.77
1898,79.77
1899,79.77
1900,79.77
1901,79.77
1902,79.77
1903,79.77
1904,79.77
1905,79.77
1906,79.77
1907,79.77
1908,79.77
1909,79.77
1910,79.77
1911,79.77
1912,79.77
1913,79.77
1914,79.77
1915,79.77
1916,79.77
1917,79.77
1918,79.77
1919,79.77
1920,79.77
1921,79.77
1922,79.77
1923,79.77
1924,79.77
1925,79.77
1926,79.77
1927,79.77
1928,79.77
1929,79.77
1930,79.77
1931,79.77
1932,79.77
1933,79.77
1934,79.77
1935,79.77
1936,79.77
1937,79.77
1938,79.77
1939,79.77
1940,79.77
1941,79.77
1942,79.77
1943,79.77
1944,79.77
1945,79.77
1946,79.77
1947,79.77
1948,79.77
1949,79.77
1950,79.77
1951,79.77
1952,79.77
1953,79.77
1954,79.77
1955,79.77
1956,79.77
1957,79.77
1958,79.77
1959,79.77
1960,79.77
1961,79.77
1962,79.77
1963,79.77
1964,79.77
1965,79.77
1966,79.77
1967,79.77
1968,79.77
1969,79.77
1970,79.77
1971,79.77
1972,79.77
1973,79.77
1974,79.77
1975,79.77
1976,79.77
1977,79.77
1978,79.77
1979,79.77
1980,79.77
1981,79.77
1982,79.77
1983,79.77
1984,79.77
1985,79.77
1986,79.77
1987,79.77
1988,79.77
1989,79.77
1990,79.77
1991,79.77
1992,79.77
1993,79.77
1994,79.77
1995,79.77
1996,79.77
1997,79.77
1998,79.77
1999,79.77
2000,79.77
2001,79.77
2002,79.77
2003,79.77
2004,79.77
2005,79.77
2006,79.77
2007,79.77
2008,79.77
2009,79.77
2010,79.77
2011,79.77
2012,79.77
2013,79.77
2014,79.77
2015,79.77
2016,79.77
2017,79.77
2018,79.77
2019,79.77
2020,79.77
2021,79.77
2022,79.77
2023,79.77
2024,79.77
2025,79.77
2026,79.77
2027,79.77
2028,79.77
2029,79.77
2030,79.77
2031,79.77
2032,79.77
2033,79.77
2034,79.77
2035,79.77
2036,79.77
2037,79.77
2038,79.77
2039,79.77
2040,79.77
2041,79.77
2042,79.77
2043,79.77
2044,79.77
2045,79.77
2046,79.77
2047,79.77
2048,79.77
2049,79.77
2050,79.77
2051,79.77
2052,79.77
2053,79.77
2054,79.77
2055,79.77
2056,79.77
2057,79.77
2058,79.77
2059,79.77
2060,79.77
2061,79.77
2062,79.77
2063,79.77
2064,79.77
2065,79.77
2066,79.77
2067,79.77
2068,79.77
2069,79.77
2070,79.77
2071,79.77
2072,79.77
2073,79.77
2074,79.77
2075,79.77
2076,79.77
2077,79.77
2078,79.77
2079,79.77
2080,79.77
2081,79.77
2082,79.77
2083,79.77
2084,79.77
2085,79.77
2086,79.77
2087,79.77
2088,79.77
2089,79.77
2090,79.77
2091,79.77
2092,79.77
2093,79.77
2094,79.77
2095,79.77
2096,79.77
2097,79.77
2098,79.77
2099,79.77
2100,79.77
2101,79.77
2102,79.77
2103,79.77
2104,79.77
2105,79.77
2106,79.77
2107,79.77
2108,79.77
2109,79.77
2110,79.77
2111,79.77
2112,79.77
2113,79.77
2114,79.77
2115,79.77
2116,79.77
2117,79.77
2118,79.77
2119,79.77
2120,79.77
2121,79.77
2122,79.77
2123,79.77
2124,79.77
2125,79.77
2126,79.77
2127,79.77
2128,79.77
2129,79.77
2130,79.77
2131,79.77
2132,79.77
2133,79.77
2134,79.77
2135,79.77
2136,79.77
2137,79.77
2138,79.77
