Time_Index,Minigrid_Solar_PV
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0.011125
225,0.064875
226,0.118
227,0.1625
228,0.18375
229,0.186
230,0.143
231,0.10825
232,0.049
233,0.00225
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0.01275
249,0.058
250,0.109375
251,0.14575
252,0.154875
253,0.1495
254,0.1375
255,0.092875
256,0.041
257,0.0015
258,0
259,0
260,0
261,0
262,0
263,0
264,0
265,0
266,0
267,0
268,0
269,0
270,0
271,0
272,0.006
273,0.033375
274,0.071875
275,0.138125
276,0.140625
277,0.1485
278,0.131875
279,0.086
280,0.047375
281,0.002125
282,0
283,0
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,0
294,0
295,0
296,0.007
297,0.032625
298,0.067875
299,0.10975
300,0.127125
301,0.1275
302,0.088375
303,0.0575
304,0.0265
305,0.002
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,0
320,0.00475
321,0.0175
322,0.045625
323,0.049375
324,0.0645
325,0.058625
326,0.035625
327,0.052125
328,0.016125
329,0.002125
330,0
331,0
332,0
333,0
334,0
335,0
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,0
344,0.010375
345,0.062875
346,0.117875
347,0.168
348,0.17325
349,0.133375
350,0.12925
351,0.0865
352,0.043875
353,0.003375
354,0
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,0
363,0
364,0
365,0
366,0
367,0
368,0.0075
369,0.038875
370,0.049125
371,0.08625
372,0.10675
373,0.09725
374,0.093125
375,0.086125
376,0.053875
377,0.00325
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0.014625
393,0.072
394,0.128
395,0.1675
396,0.226375
397,0.17575
398,0.14575
399,0.100875
400,0.049
401,0.0035
402,0
403,0
404,0
405,0
406,0
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,0
415,0
416,0.01225
417,0.045625
418,0.0845
419,0.149
420,0.192
421,0.162875
422,0.14125
423,0.1035
424,0.049125
425,0.00525
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0.012125
441,0.07425
442,0.11425
443,0.155125
444,0.185625
445,0.158125
446,0.135
447,0.085375
448,0.03725
449,0.00475
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0.00725
465,0.029625
466,0.06625
467,0.099
468,0.119625
469,0.130875
470,0.127375
471,0.062375
472,0.045625
473,0.0055
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0.010875
489,0.05
490,0.100875
491,0.11625
492,0.15125
493,0.16275
494,0.13175
495,0.062625
496,0.01825
497,0.004375
498,0
499,0
500,0
501,0
502,0
503,0
504,0
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,0.013125
513,0.057875
514,0.09075
515,0.14125
516,0.1655
517,0.16925
518,0.1365
519,0.089625
520,0.02825
521,0.007875
522,0
523,0
524,0
525,0
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,0.017125
537,0.062875
538,0.09625
539,0.1415
540,0.156375
541,0.1715
542,0.149
543,0.11425
544,0.060375
545,0.007875
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0.02
561,0.083
562,0.14925
563,0.215875
564,0.23775
565,0.204
566,0.17075
567,0.116
568,0.070875
569,0.013625
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0.016125
585,0.0435
586,0.075375
587,0.10975
588,0.117
589,0.131375
590,0.113125
591,0.093875
592,0.03625
593,0.00725
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0.0175
609,0.066375
610,0.17525
611,0.176375
612,0.190375
613,0.1705
614,0.118125
615,0.08975
616,0.04675
617,0.007375
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0.015875
633,0.07875
634,0.114
635,0.152375
636,0.19375
637,0.18775
638,0.131875
639,0.107125
640,0.05625
641,0.012625
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0.010625
657,0.05475
658,0.100375
659,0.139
660,0.15325
661,0.13825
662,0.117625
663,0.080875
664,0.045375
665,0.00725
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0.015625
681,0.069875
682,0.124625
683,0.169125
684,0.16375
685,0.1495
686,0.10925
687,0.082625
688,0.048
689,0.01325
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0.02525
705,0.094125
706,0.169375
707,0.223125
708,0.27325
709,0.2605
710,0.23125
711,0.15975
712,0.090875
713,0.02275
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0.023875
729,0.092125
730,0.155625
731,0.212375
732,0.212375
733,0.2005
734,0.209125
735,0.146375
736,0.071875
737,0.017625
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0.013875
753,0.064875
754,0.08975
755,0.1105
756,0.12225
757,0.1005
758,0.112875
759,0.083375
760,0.054625
761,0.012125
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0.017
777,0.06775
778,0.13775
779,0.132
780,0.206625
781,0.125125
782,0.126125
783,0.104875
784,0.079
785,0.021375
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0.02575
801,0.101375
802,0.16
803,0.2175
804,0.211375
805,0.18775
806,0.143875
807,0.11475
808,0.06375
809,0.019625
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0.018375
825,0.06225
826,0.127
827,0.156375
828,0.185
829,0.1915
830,0.1555
831,0.0815
832,0.047
833,0.011625
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,0
846,0
847,0
848,0.019625
849,0.0595
850,0.122125
851,0.154375
852,0.16525
853,0.174375
854,0.14325
855,0.119375
856,0.089125
857,0.026
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0.028
873,0.08325
874,0.136
875,0.1685
876,0.178125
877,0.16725
878,0.166375
879,0.132625
880,0.068875
881,0.020625
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,0.02175
897,0.051625
898,0.083875
899,0.085375
900,0.110875
901,0.09525
902,0.081375
903,0.09275
904,0.061375
905,0.0185
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0.037125
921,0.11225
922,0.192625
923,0.235875
924,0.233375
925,0.223625
926,0.23775
927,0.189625
928,0.1115
929,0.03475
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,0
943,0
944,0.0335
945,0.11075
946,0.186
947,0.2125
948,0.2205
949,0.182875
950,0.152
951,0.13025
952,0.060875
953,0.01925
954,0
955,0
956,0
957,0
958,0
959,0
960,0
961,0
962,0
963,0
964,0
965,0
966,0
967,0
968,0.03625
969,0.107625
970,0.142625
971,0.203125
972,0.229375
973,0.231125
974,0.204
975,0.16025
976,0.097125
977,0.03175
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0.031875
993,0.103
994,0.1645
995,0.206
996,0.229125
997,0.22925
998,0.203875
999,0.159875
1000,0.100125
1001,0.035125
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0.049375
1017,0.123875
1018,0.18
1019,0.225
1020,0.264
1021,0.271375
1022,0.23375
1023,0.14175
1024,0.088625
1025,0.02475
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0.019625
1041,0.051
1042,0.071375
1043,0.12225
1044,0.14175
1045,0.105875
1046,0.104875
1047,0.064375
1048,0.024125
1049,0.012375
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,0
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,0
1064,0.03425
1065,0.070375
1066,0.131
1067,0.166375
1068,0.1575
1069,0.1355
1070,0.187375
1071,0.15375
1072,0.096
1073,0.03325
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0.0375
1089,0.091
1090,0.15025
1091,0.198375
1092,0.209625
1093,0.2465
1094,0.242
1095,0.194875
1096,0.133375
1097,0.043875
1098,0
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,0
1112,0.040875
1113,0.10825
1114,0.15225
1115,0.194625
1116,0.2
1117,0.143625
1118,0.14575
1119,0.12875
1120,0.082875
1121,0.0265
1122,0
1123,0
1124,0
1125,0
1126,0
1127,0
1128,0
1129,0
1130,0
1131,0
1132,0
1133,0
1134,0
1135,0.000375
1136,0.045875
1137,0.109875
1138,0.176375
1139,0.19375
1140,0.211125
1141,0.221375
1142,0.19925
1143,0.14425
1144,0.083375
1145,0.0245
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,0
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0.0005
1160,0.02675
1161,0.066875
1162,0.125625
1163,0.156375
1164,0.21625
1165,0.211375
1166,0.188375
1167,0.147125
1168,0.096625
1169,0.03525
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0.000625
1184,0.0405
1185,0.124375
1186,0.164125
1187,0.21275
1188,0.22175
1189,0.2095
1190,0.13825
1191,0.11075
1192,0.06125
1193,0.026125
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0.000875
1208,0.044125
1209,0.13425
1210,0.206
1211,0.270875
1212,0.251
1213,0.1845
1214,0.197625
1215,0.169375
1216,0.112625
1217,0.0455
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0.00175
1232,0.050375
1233,0.124125
1234,0.1885
1235,0.2355
1236,0.260125
1237,0.252625
1238,0.229625
1239,0.187375
1240,0.1225
1241,0.049875
1242,0.00075
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0.00225
1256,0.053625
1257,0.125375
1258,0.192875
1259,0.233625
1260,0.2145
1261,0.192375
1262,0.166
1263,0.1195
1264,0.064375
1265,0.02325
1266,0.0005
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0.00175
1280,0.033375
1281,0.107625
1282,0.188875
1283,0.251125
1284,0.266625
1285,0.292625
1286,0.27175
1287,0.204875
1288,0.11975
1289,0.06075
1290,0.001
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0.004375
1304,0.063875
1305,0.112375
1306,0.162375
1307,0.24325
1308,0.241625
1309,0.219375
1310,0.22075
1311,0.17625
1312,0.126875
1313,0.055625
1314,0.00125
1315,0
1316,0
1317,0
1318,0
1319,0
1320,0
1321,0
1322,0
1323,0
1324,0
1325,0
1326,0
1327,0.002875
1328,0.033
1329,0.074125
1330,0.1435
1331,0.181125
1332,0.163875
1333,0.1585
1334,0.162375
1335,0.13475
1336,0.06525
1337,0.027625
1338,0.00125
1339,0
1340,0
1341,0
1342,0
1343,0
1344,0
1345,0
1346,0
1347,0
1348,0
1349,0
1350,0
1351,0.00375
1352,0.065
1353,0.12275
1354,0.1895
1355,0.206
1356,0.211875
1357,0.206375
1358,0.1825
1359,0.1505
1360,0.11375
1361,0.063125
1362,0.001875
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0.00275
1376,0.050375
1377,0.1035
1378,0.132125
1379,0.20625
1380,0.251875
1381,0.198625
1382,0.19325
1383,0.13175
1384,0.111375
1385,0.04725
1386,0.002375
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,0
1395,0
1396,0
1397,0
1398,0
1399,0.0065
1400,0.05775
1401,0.120375
1402,0.17225
1403,0.209
1404,0.220875
1405,0.225375
1406,0.18375
1407,0.155875
1408,0.08275
1409,0.03625
1410,0.00175
1411,0
1412,0
1413,0
1414,0
1415,0
1416,0
1417,0
1418,0
1419,0
1420,0
1421,0
1422,0
1423,0.006875
1424,0.06675
1425,0.145
1426,0.179875
1427,0.21425
1428,0.214125
1429,0.161125
1430,0.126625
1431,0.114
1432,0.053375
1433,0.036375
1434,0.00225
1435,0
1436,0
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,0
1445,0
1446,0
1447,0.008125
1448,0.074875
1449,0.147875
1450,0.22025
1451,0.263875
1452,0.335125
1453,0.350875
1454,0.256375
1455,0.21525
1456,0.14875
1457,0.080875
1458,0.0055
1459,0
1460,0
1461,0
1462,0
1463,0
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0.00725
1472,0.071
1473,0.167
1474,0.23475
1475,0.255875
1476,0.274625
1477,0.296875
1478,0.253875
1479,0.18475
1480,0.125125
1481,0.057625
1482,0.00425
1483,0
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0.009375
1496,0.050875
1497,0.14575
1498,0.1535
1499,0.192625
1500,0.24625
1501,0.2545
1502,0.244375
1503,0.18275
1504,0.124
1505,0.05375
1506,0.004
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,0
1517,0
1518,0
1519,0.00975
1520,0.055125
1521,0.139875
1522,0.20675
1523,0.249125
1524,0.25925
1525,0.228875
1526,0.20925
1527,0.190875
1528,0.134375
1529,0.069
1530,0.006625
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,0
1543,0.01575
1544,0.08575
1545,0.1655
1546,0.228
1547,0.27825
1548,0.2925
1549,0.3105
1550,0.29475
1551,0.2195
1552,0.166875
1553,0.079875
1554,0.007125
1555,0
1556,0
1557,0
1558,0
1559,0
1560,0
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,0.011375
1568,0.090125
1569,0.166875
1570,0.23325
1571,0.2385
1572,0.24825
1573,0.244125
1574,0.2265
1575,0.1445
1576,0.0795
1577,0.041125
1578,0.00425
1579,0
1580,0
1581,0
1582,0
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0.015125
1592,0.078
1593,0.174
1594,0.2535
1595,0.2995
1596,0.327125
1597,0.313125
1598,0.309625
1599,0.26375
1600,0.1925
1601,0.095375
1602,0.008875
1603,0
1604,0
1605,0
1606,0
1607,0
1608,0
1609,0
1610,0
1611,0
1612,0
1613,0
1614,0
1615,0.011125
1616,0.0645
1617,0.138375
1618,0.219625
1619,0.261375
1620,0.2705
1621,0.271375
1622,0.247125
1623,0.186
1624,0.134875
1625,0.073
1626,0.007
1627,0
1628,0
1629,0
1630,0
1631,0
1632,0
1633,0
1634,0
1635,0
1636,0
1637,0
1638,0
1639,0.024375
1640,0.116
1641,0.205875
1642,0.284125
1643,0.343625
1644,0.356625
1645,0.3285
1646,0.291875
1647,0.255875
1648,0.183125
1649,0.084375
1650,0.009625
1651,0
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0.016875
1664,0.053375
1665,0.09375
1666,0.176
1667,0.233375
1668,0.218
1669,0.260875
1670,0.205125
1671,0.1825
1672,0.122125
1673,0.060375
1674,0.007
1675,0
1676,0
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,0
1684,0
1685,0
1686,0
1687,0.014
1688,0.05525
1689,0.13725
1690,0.183125
1691,0.216625
1692,0.214375
1693,0.20425
1694,0.183625
1695,0.131625
1696,0.10425
1697,0.05375
1698,0.010125
1699,0
1700,0
1701,0
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,0
1710,0
1711,0.02675
1712,0.10025
1713,0.191375
1714,0.235375
1715,0.228875
1716,0.254625
1717,0.23875
1718,0.228375
1719,0.209625
1720,0.135875
1721,0.070875
1722,0.0095
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,0
1734,0
1735,0.014625
1736,0.054125
1737,0.12325
1738,0.168875
1739,0.20025
1740,0.191625
1741,0.158375
1742,0.135125
1743,0.11825
1744,0.121875
1745,0.0625
1746,0.01225
1747,0
1748,0
1749,0
1750,0
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,0
1758,0
1759,0.0265
1760,0.097125
1761,0.1855
1762,0.28925
1763,0.3305
1764,0.336375
1765,0.304625
1766,0.27125
1767,0.1925
1768,0.143375
1769,0.08425
1770,0.01475
1771,0
1772,0
1773,0
1774,0
1775,0
1776,0
1777,0
1778,0
1779,0
1780,0
1781,0
1782,0
1783,0.03325
1784,0.097625
1785,0.174375
1786,0.239
1787,0.3225
1788,0.354125
1789,0.346375
1790,0.307875
1791,0.224375
1792,0.153125
1793,0.07675
1794,0.015875
1795,0
1796,0
1797,0
1798,0
1799,0
1800,0
1801,0
1802,0
1803,0
1804,0
1805,0
1806,0
1807,0.025875
1808,0.074625
1809,0.156875
1810,0.217125
1811,0.273125
1812,0.27325
1813,0.240375
1814,0.233375
1815,0.199
1816,0.11225
1817,0.05075
1818,0.01025
1819,0
1820,0
1821,0
1822,0
1823,0
1824,0
1825,0
1826,0
1827,0
1828,0
1829,0
1830,0
1831,0.01525
1832,0.046125
1833,0.1015
1834,0.13275
1835,0.17075
1836,0.206125
1837,0.198625
1838,0.15425
1839,0.104625
1840,0.072125
1841,0.062
1842,0.01475
1843,0
1844,0
1845,0
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,0.0355
1856,0.115
1857,0.1925
1858,0.273875
1859,0.294125
1860,0.315375
1861,0.3125
1862,0.279
1863,0.2295
1864,0.161875
1865,0.08125
1866,0.01625
1867,0
1868,0
1869,0
1870,0
1871,0
1872,0
1873,0
1874,0
1875,0
1876,0
1877,0
1878,0
1879,0.0325
1880,0.112125
1881,0.153625
1882,0.22375
1883,0.2805
1884,0.29475
1885,0.250125
1886,0.23475
1887,0.182
1888,0.142
1889,0.08375
1890,0.0195
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,0
1900,0
1901,0
1902,0
1903,0.03975
1904,0.116625
1905,0.2
1906,0.258125
1907,0.31075
1908,0.30975
1909,0.290375
1910,0.258625
1911,0.246375
1912,0.162875
1913,0.1025
1914,0.023125
1915,0
1916,0
1917,0
1918,0
1919,0
1920,0
1921,0
1922,0
1923,0
1924,0
1925,0
1926,0
1927,0.046625
1928,0.1305
1929,0.222125
1930,0.3055
1931,0.345
1932,0.373875
1933,0.381375
1934,0.371
1935,0.306375
1936,0.21625
1937,0.117
1938,0.025125
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,0
1946,0
1947,0
1948,0
1949,0
1950,0
1951,0.050375
1952,0.127875
1953,0.2115
1954,0.297875
1955,0.341625
1956,0.349875
1957,0.32975
1958,0.290375
1959,0.21075
1960,0.1845
1961,0.075
1962,0.0155
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,0
1972,0
1973,0
1974,0
1975,0.021375
1976,0.065375
1977,0.10125
1978,0.146125
1979,0.13275
1980,0.199625
1981,0.18525
1982,0.149375
1983,0.1115
1984,0.0575
1985,0.033375
1986,0.00875
1987,0
1988,0
1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0.031125
2000,0.0595
2001,0.123125
2002,0.180125
2003,0.254875
2004,0.2915
2005,0.274375
2006,0.231375
2007,0.176375
2008,0.1135
2009,0.065125
2010,0.02175
2011,0
2012,0
2013,0
2014,0
2015,0
2016,0
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0.0005
2023,0.027125
2024,0.091375
2025,0.152
2026,0.218375
2027,0.261875
2028,0.231875
2029,0.219375
2030,0.226625
2031,0.182375
2032,0.13875
2033,0.078625
2034,0.019875
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2042,0
2043,0
2044,0
2045,0
2046,0.001
2047,0.0665
2048,0.1355
2049,0.239
2050,0.33475
2051,0.38675
2052,0.37675
2053,0.37425
2054,0.30075
2055,0.248
2056,0.175875
2057,0.087
2058,0.018875
2059,0
2060,0
2061,0
2062,0
2063,0
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0.0005
2071,0.018
2072,0.06125
2073,0.11725
2074,0.14875
2075,0.17275
2076,0.2195
2077,0.204875
2078,0.203375
2079,0.167125
2080,0.12025
2081,0.07475
2082,0.02375
2083,0
2084,0
2085,0
2086,0
2087,0
2088,0
2089,0
2090,0
2091,0
2092,0
2093,0
2094,0.002
2095,0.073
2096,0.16075
2097,0.266625
2098,0.3345
2099,0.385
2100,0.373625
2101,0.35075
2102,0.318875
2103,0.264125
2104,0.18325
2105,0.0995
2106,0.02775
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,0
2115,0
2116,0
2117,0
2118,0.00225
2119,0.063625
2120,0.142875
2121,0.21325
2122,0.28125
2123,0.312625
2124,0.323625
2125,0.3355
2126,0.276625
2127,0.20675
2128,0.167625
2129,0.094
2130,0.0275
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0.00225
2143,0.065375
2144,0.11975
2145,0.168875
2146,0.205
2147,0.2605
2148,0.229125
2149,0.236375
2150,0.171625
2151,0.13225
2152,0.060625
2153,0.033625
2154,0.008625
2155,0
2156,0
2157,0
2158,0
2159,0
2160,0
2161,0
2162,0
2163,0
2164,0
2165,0
2166,0.0015
2167,0.0255
2168,0.039125
2169,0.06075
2170,0.11775
2171,0.141625
2172,0.14
2173,0.175375
2174,0.18
2175,0.16375
2176,0.101875
2177,0.075125
2178,0.02525
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,0
2186,0
2187,0
2188,0
2189,0
2190,0.00325
2191,0.044125
2192,0.13375
2193,0.235875
2194,0.295375
2195,0.3495
2196,0.35275
2197,0.359625
2198,0.3085
2199,0.2605
2200,0.181
2201,0.100875
2202,0.0315
2203,0
2204,0
2205,0
2206,0
2207,0
2208,0
2209,0
2210,0
2211,0
2212,0
2213,0
2214,0.004625
2215,0.060125
2216,0.131625
2217,0.2185
2218,0.272125
2219,0.317375
2220,0.343125
2221,0.313375
2222,0.256
2223,0.213625
2224,0.14
2225,0.0755
2226,0.024375
2227,0
2228,0
2229,0
2230,0
2231,0
2232,0
2233,0
2234,0
2235,0
2236,0
2237,0
2238,0.003125
2239,0.039875
2240,0.1185
2241,0.184875
2242,0.264
2243,0.3065
2244,0.331375
2245,0.326125
2246,0.291625
2247,0.241375
2248,0.17575
2249,0.1025
2250,0.036375
2251,0
2252,0
2253,0
2254,0
2255,0
2256,0
2257,0
2258,0
2259,0
2260,0
2261,0
2262,0.004875
2263,0.052375
2264,0.070375
2265,0.15625
2266,0.167875
2267,0.193875
2268,0.17825
2269,0.227375
2270,0.2125
2271,0.18825
2272,0.137625
2273,0.0855
2274,0.029875
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0.004125
2287,0.025625
2288,0.044375
2289,0.11975
2290,0.170875
2291,0.1905
2292,0.221375
2293,0.200875
2294,0.19675
2295,0.179125
2296,0.14625
2297,0.065625
2298,0.03025
2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0.007625
2311,0.060375
2312,0.140375
2313,0.2465
2314,0.301875
2315,0.289875
2316,0.31525
2317,0.30075
2318,0.195375
2319,0.1645
2320,0.106375
2321,0.062125
2322,0.024
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0.00825
2335,0.083375
2336,0.192625
2337,0.288875
2338,0.3665
2339,0.41975
2340,0.438375
2341,0.41725
2342,0.380625
2343,0.32475
2344,0.20775
2345,0.113125
2346,0.045625
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0.008625
2359,0.058625
2360,0.134375
